substance_name,jrc_id,topcategory,endpointcategory,endpoint,value_numeric,unit,text_value,reference,source_type,provenance_note
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,43.59,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,158.17,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,17.39,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,34.47,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,148.98,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,253.83,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,37.03,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,17.48,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,166.04,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,22.77,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,16.02,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,868.71,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,2443.8,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,118.97,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,54.79,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,26.34,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,311.92,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,75.5,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,28.04,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,142.91,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,72.31,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,26.83,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,1027.79,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,77.63,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,27.94,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,138.26,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,386.28,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,284.98,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,218.52,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,271.18,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,239.83,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,93.26,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,53.93,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,40.9,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,82.49,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,47.86,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,41.61,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,175.19,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,131.04,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,23.67,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,129.5,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,79.18,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,25.88,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,970.13,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,1105.78,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,844.99,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,62.02,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,1060.47,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,1681.7,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,738.02,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,555.06,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,224.42,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,1572.69,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,805.98,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,32.65,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,866.45,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,4230.3,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,70.57,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,122.73,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,130.92,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,95.41,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,109.48,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,96.89,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,87.67,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,94.77,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,31.19,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,133.11,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,116.11,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,163.19,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,88.59,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,87.41,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,130.45,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,101.91,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,252.94,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,65.4,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,26.01,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,238.81,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,30.13,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,52.48,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,245.99,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,236.96,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,249.83,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,222.11,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,17.74,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,29.86,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,94.79,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,23.18,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,31.66,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,82.09,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,15.04,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,15.14,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,25.22,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,24.55,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,47.12,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,51.59,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,93.66,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,30.73,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,17.77,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,19.79,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,16.58,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,17.05,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,144.09,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,42.51,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,22.95,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,30.95,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,HYDRODYNAMIC DIAMETER,133.06,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
